epoch,acc,loss,val_acc,val_loss
0,0.600981103280953,1.2225934140152859,0.8900780329603283,0.43132381813980664
1,0.8081275440623339,0.5855407182674848,0.9415830458154115,0.2503446879793569
2,0.8314287313862624,0.4953050141689656,0.9467112524320715,0.20410497217473378
3,0.847092925558601,0.4581524007372503,0.9168338845406089,0.25922073613241764
4,0.8499916382302168,0.4470813336516711,0.9623188324596571,0.15790253836939833
5,0.8532248183539151,0.4464078468360778,0.951616491694647,0.16963156637057678
6,0.862143931128228,0.42076522614025036,0.9620958674977322,0.13330278851698207
7,0.8615864870161362,0.4182835942703988,0.9520624240106563,0.16103170227379837
8,0.8653771089393762,0.41739941513465595,0.9560757997043954,0.15092333514189374
9,0.8686660332480125,0.4039482944715853,0.9667781425957696,0.11821332841762731
10,0.8703941109520821,0.3991621651041567,0.9649944191792338,0.12287540898275216
11,0.8649311543833392,0.42023628093960547,0.9719063481492475,0.10540649910128302
12,0.872345168622177,0.4055395791512368,0.9701226247327118,0.10051872111117693
13,0.8692792222228588,0.41507204786604235,0.9678929700633488,0.10841042130413063
14,0.8717877232840351,0.40915700646987546,0.95964324813224,0.1381887810246618
15,0.8667707217531104,0.42596757072903246,0.961872902270012,0.13114565580983625
16,0.8717877242143712,0.4200739107975773,0.9670011083550809,0.11357907576064934
17,0.8759685582763489,0.40293701340213517,0.9569676630074364,0.12834007317073634
18,0.8735158016792115,0.3950529173371654,0.965440350432061,0.11106409094895474
19,0.8687217782802211,0.41946360011670664,0.9674470390763171,0.10501987953984916
20,0.8742404787049617,0.41854845497644433,0.9694537287173064,0.10480687204112975
21,0.8722336786640841,0.41097745528019247,0.9750278655900604,0.0960740045070183
22,0.8760243016937597,0.4094725871869098,0.9719063484150431,0.09406420861452884
23,0.8792017358881393,0.40105062080168746,0.9736900734263519,0.09656666507664133
24,0.875411114459971,0.4180765903232302,0.9690077967335415,0.11104590106763801
25,0.8760800472675567,0.4045444262814207,0.9712374524660865,0.09214692027905048
26,0.8781425913239185,0.4056696264306148,0.9774804854871437,0.08654258324304719
27,0.8775294043991344,0.4071654909701497,0.9701226244669162,0.10303625450007527
28,0.8780868470891409,0.40204768147045644,0.972129313908559,0.09658902893600821
29,0.8823791715777022,0.3941432854008137,0.9665551778996403,0.1140268944149864
30,0.8797591816914494,0.403185964645402,0.9645484892553842,0.11360178848286237
31,0.880372369553215,0.41178291610303125,0.9736900728947608,0.09521636344521507
32,0.8824906603795203,0.3884969134945866,0.9727982101233109,0.0942855060075637
33,0.8764145133241349,0.42083734437373493,0.9667781436589516,0.1092800378234623
34,0.8811527926046399,0.40369861166498733,0.975696762070608,0.08682185817466283
35,0.8793689710578629,0.4077082961947544,0.9694537287837552,0.1128811481322599
36,0.8801493924280375,0.41109692810137666,0.958974351917488,0.13304409880654153
37,0.8815430045008255,0.40259268724027986,0.9690077972651325,0.09706900012913007
38,0.8782540807138419,0.41355520840899335,0.972129313908559,0.09313930531521405
39,0.8817659822440119,0.39911519048288085,0.9741360033502016,0.08727331345520889
40,0.8787000362334413,0.4222639045416474,0.9712374514029045,0.09980890412120316
41,0.8788672695358473,0.41761709793432744,0.962541800079537,0.1334937927647989
42,0.8775851479793539,0.4162638338678409,0.9725752448955906,0.09962055180507319
43,0.8816544930069294,0.4028668164910157,0.9703455902262276,0.10025498484040184
44,0.8836612934099737,0.4020205678909301,0.9743589693753084,0.0890623269604733
45,0.8804838599399272,0.40831049207721115,0.9681159355568647,0.10567147525415704
46,0.8822119375775441,0.4129891734595392,0.9730211761484178,0.09747013240147262
47,0.8808740699089878,0.40511994114846195,0.9589743521832835,0.1239430141873261
48,0.8849991606798144,0.40589672757778966,0.9707915209474638,0.10553334138398718
49,0.8820447041721367,0.4200215247702729,0.9761426927918442,0.08448068447330076
