epoch,acc,loss,val_acc,val_loss
0,0.06000000089406967,2.336137044429779,0.09000000208616257,2.3145473480224608
1,0.10500000268220902,2.314835453033447,0.1200000025331974,2.3097546100616455
2,0.08750000186264514,2.308967483043671,0.09000000059604644,2.3099624156951903
3,0.0950000025331974,2.3145572543144226,0.06000000089406967,2.3112852573394775
4,0.09750000312924385,2.311127471923828,0.06000000089406967,2.3101483821868896
5,0.11250000260770321,2.306407392024994,0.14000000432133675,2.3166376113891602
6,0.09250000175088643,2.309572196006775,0.0800000011920929,2.3133071422576905
7,0.09500000216066837,2.305688428878784,0.07000000253319741,2.3045029163360597
8,0.07750000115483999,2.3104218363761904,0.06000000089406967,2.310813856124878
9,0.09750000219792128,2.3060275435447695,0.0800000011920929,2.308913564682007
10,0.10250000227242709,2.309514844417572,0.10000000298023223,2.3092445850372316
11,0.10500000175088645,2.3020599246025086,0.10000000074505806,2.3121883392333986
12,0.09500000197440386,2.305610179901123,0.11000000163912774,2.306500720977783
13,0.08500000219792128,2.304097092151642,0.06000000089406967,2.3077240943908692
14,0.07500000149011612,2.3022481083869932,0.10000000149011612,2.311956214904785
15,0.09250000175088643,2.3039332270622253,0.13000000268220901,2.306789588928223
16,0.10750000271946192,2.304920828342438,0.09000000208616257,2.306348991394043
17,0.12500000260770322,2.299771761894226,0.06000000089406967,2.310009002685547
18,0.11500000208616257,2.2991742372512816,0.07000000178813934,2.309390640258789
19,0.10000000149011612,2.3019014954566956,0.1100000023841858,2.3144254207611086
20,0.13500000294297934,2.299957239627838,0.09000000208616257,2.307524394989014
21,0.11000000257045031,2.293291246891022,0.10000000223517418,2.3182226181030274
22,0.10250000245869159,2.294532632827759,0.05000000074505806,2.3118669033050536
23,0.11250000186264515,2.2951310753822325,0.11000000312924385,2.3105780124664306
24,0.11500000227242708,2.296375024318695,0.05000000074505806,2.317757225036621
25,0.12500000298023223,2.294020926952362,0.09000000059604644,2.308313322067261
26,0.14750000312924386,2.2899141669273377,0.12000000327825547,2.3095757484436037
27,0.11750000193715096,2.2894253849983217,0.09000000059604644,2.3142706871032717
28,0.11500000189989805,2.2944205522537233,0.05000000074505806,2.309523868560791
29,0.10250000245869159,2.2997103929519653,0.11000000312924385,2.312536525726318
30,0.12250000201165676,2.278163492679596,0.0900000013411045,2.311379623413086
31,0.11750000268220902,2.2900869131088255,0.060000001639127734,2.3157981395721436
32,0.12250000275671483,2.2830628871917726,0.09000000059604644,2.3098389148712157
33,0.12000000197440386,2.2812109112739565,0.07000000178813934,2.3175448417663573
34,0.11250000279396773,2.2838441491127015,0.13000000417232513,2.31726336479187
35,0.1075000025331974,2.286213445663452,0.07000000104308128,2.3151371002197267
36,0.11250000260770321,2.2897696256637574,0.11000000312924385,2.3187433242797852
37,0.1350000025704503,2.2765448093414307,0.0900000013411045,2.3144064426422117
38,0.14250000305473803,2.2781539440155028,0.1200000025331974,2.320540952682495
39,0.12500000279396772,2.28417364358902,0.11000000163912774,2.312827444076538
40,0.12750000264495612,2.284351134300232,0.08000000193715096,2.313959550857544
41,0.14750000331550836,2.2755257725715636,0.07000000104308128,2.313713026046753
42,0.12750000320374966,2.271477973461151,0.0800000011920929,2.3135114192962645
43,0.12500000298023223,2.268343436717987,0.11000000163912774,2.3249523639678955
44,0.11250000242143869,2.2864083647727966,0.13000000193715094,2.3099257946014404
45,0.10750000271946192,2.271383261680603,0.12000000402331353,2.3129334449768066
46,0.12750000245869159,2.2768850445747377,0.06000000089406967,2.3252630710601805
47,0.11750000193715096,2.2744912981986998,0.12000000327825547,2.310152196884155
48,0.13500000312924385,2.268321859836578,0.10000000298023223,2.3144062042236326
49,0.1400000022724271,2.2615864276885986,0.14000000208616256,2.3199839115142824
